C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C40	C41	C42
CAGL0E00737g		Ortholog(s) have DNA binding, bending, double-stranded DNA binding, four-way junction DNA binding, sequence-specific DNA binding activity	-0.106	5.791e-01	-0.875	3.066e-02	0.96	1.807e-04	0.674	9.459e-02	-0.181	-1.223	2.205	1.07	0	0	1	0	REGULATION	CHROMATIN CONFORMATION	F2	CAGL0E00737g	OFF	0	0	UP	0	CAGL0E00737g	YDR174W	S000002581	YDR174W	HMO1	Chromatin associated high mobility group (HMG) family member; involved in compacting, bending, bridging and looping DNA; rDNA-binding component that regulates transcription from RNA polymerase I promoters; regulates start site selection of ribosomal protein genes via RNA polymerase II promoters; role in genome maintenance; associates with a 5'-3' DNA helicase and Fpr1p, a prolyl isomerase; relocalizes to the cytosol in response to hypoxia	-0.637	5.370e-03	-0.473	5.762e-02	-0.21	9.999e-01	-0.316	5.266e-01
CAGL0E00803g		Putative small cytosolic stress-induced chaperone; gene is upregulated in azole-resistant strain	2.477	2.088e-05	0.776	1.613e-03	0.248	2.807e-01	-0.298	1.432e-01	2.837	0.947	0.444	-0.63	1	0	0	0	UNCLASSIFIED	_	Others	CAGL0E00803g	OFF	UP	0	0	0	CAGL0E00803g	YDR171W	S000002578	YDR171W	HSP42	Small heat shock protein (sHSP) with chaperone activity; forms barrel-shaped oligomers that suppress unfolded protein aggregation; involved in cytoskeleton reorganization after heat shock; protein abundance increases and forms cytoplasmic foci in response to DNA replication stress	3.142	2.450e-05	-0.232	5.329e-01	-0.426	9.999e-01	-0.506	5.398e-01
CAGL0E01155g		Ortholog(s) have RNA polymerase I activity, role in nucleolar large rRNA transcription by RNA polymerase I, transcription by RNA polymerase I and RNA polymerase I complex localization	-0.652	2.716e-02	-0.537	1.341e-02	-0.358	4.854e-02	-1.44	1.469e-03	-0.818	-0.779	-1.053	-2.629	0	0	0	-1	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0E01155g	OFF	0	0	0	DOWN	CAGL0E01155g	YDR156W	S000002563	YDR156W	RPA14	RNA polymerase I subunit A14	-0.746	1.740e-02	0.646	4.439e-02	-0.156	9.999e-01	-1.118	6.118e-01
CAGL0E01243g	CTH2	Protein involved in cellular iron homeostasis; induced by Aft1p to reduce expression of iron-associated genes under iron starvation	1.732	8.828e-06	1.968	1.649e-05	-0.181	2.699e-01	0.204	3.430e-01	1.967	2.514	-0.615	0.249	0	1	0	0	REGULATION	RNA BINDING	F2	CAGL0E01243g	OFF	UP	UP	0	0	CAGL0E01243g	YDR151C	S000002558	YDR151C	CTH1	Member of the CCCH zinc finger family; similar to mammalian Tis11 protein, which activates transcription and also has a role in mRNA degradation; may function with Tis11p in iron homeostasis; CTH1 has a paralog, TIS11, that arose from the whole genome duplication	1.486	1.820e-03	-3.872	9.530e-06	-0.288	9.999e-01	0.024	9.708e-01
CAGL0E01287g		Ortholog(s) have role in 2-oxoglutarate metabolic process, mitochondrial genome maintenance and mitochondrial nucleoid, mitochondrial oxoglutarate dehydrogenase complex localization	-0.958	4.245e-04	-1.144	5.923e-04	0.627	1.114e-03	1.245	4.032e-04	-1.176	-1.577	1.381	2.07	0	0	0	1	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	CAGL0E01287g	Type I	0	DOWN	0	UP	CAGL0E01287g	YDR148C	S000002555	YDR148C	KGD2	Dihydrolipoyl transsuccinylase; component of the mitochondrial alpha-ketoglutarate dehydrogenase complex, which catalyzes the oxidative decarboxylation of alpha-ketoglutarate to succinyl-CoA in the TCA cycle; phosphorylated	-0.945	2.480e-03	2.706	9.830e-06	-0.205	9.999e-01	0.187	6.596e-01
CAGL0E01705g		Ortholog(s) have L-malate dehydrogenase activity, role in gluconeogenesis, protein import into peroxisome matrix and cytosol, nuclear periphery localization	1.229	1.564e-04	0.396	7.216e-02	1.276	8.832e-05	2.132	5.953e-06	1.379	0.448	2.985	3.621	0	0	1	1	REDOX SIGNALING	METABOLISM	F3	CAGL0E01705g	OFF	0	0	UP	UP	CAGL0E01705g	YOL126C	S000005486	YOL126C	MDH2	Cytoplasmic malate dehydrogenase; one of three isozymes that catalyze interconversion of malate and oxaloacetate; involved in the glyoxylate cycle and gluconeogenesis during growth on two-carbon compounds; interacts with Pck1p and Fbp1	-0.901	8.510e-04	0.027	9.457e-01	0.062	9.999e-01	-0.814	1.074e-01
CAGL0E01727g	YPS3	Putative aspartic protease; predicted GPI-anchor; member of a YPS gene cluster that is required for virulence in mice	1.294	9.630e-03	3.372	1.585e-06	-1.615	2.451e-05	4.284	6.654e-07	1.455	4.359	-4.157	7.386	0	1	-1	1	METABOLISM	MEMBRANE AND CELL WALL BIOGENESIS	F1	CAGL0E01727g	SWITCH	0	UP	DOWN	UP	CAGL0E01727g	YLR120C	S000004110	YLR120C	YPS1	Aspartic protease; hyperglycosylated member of the yapsin family of proteases, attached to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor; involved in nutrient limitation-induced cleavage of the extracellular inhibitory domain of signaling mucin Msb2p, resulting in activation of the filamentous growth MAPK pathway; involved with other yapsins in the cell wall integrity response; role in KEX2-independent processing of the alpha factor precursor	1.566	6.510e-04	-2.708	2.205e-04	-0.088	9.999e-01	-3.34	6.819e-05
CAGL0E01771g	YPS5	Putative aspartic protease; predicted GPI-anchor; member of a YPS gene cluster that is required for virulence in mice; gene is downregulated in azole-resistant strain	-1.715	6.287e-05	-1.457	1.822e-04	0.116	3.627e-01	0.174	4.936e-01	-2.06	-1.988	0.119	0.196	-1	0	0	0	METABOLISM	MEMBRANE AND CELL WALL BIOGENESIS	F1	CAGL0E01771g	OFF	DOWN	DOWN	0	0	CAGL0E01771g	YLR120C	S000004110	YLR120C	YPS1	Aspartic protease; hyperglycosylated member of the yapsin family of proteases, attached to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor; involved in nutrient limitation-induced cleavage of the extracellular inhibitory domain of signaling mucin Msb2p, resulting in activation of the filamentous growth MAPK pathway; involved with other yapsins in the cell wall integrity response; role in KEX2-independent processing of the alpha factor precursor	-0.112	6.810e-01	2.113	1.375e-04	-0.081	9.999e-01	1.203	4.890e-02
CAGL0E01793g	YPS6	Putative aspartic protease; predicted GPI-anchor; member of a YPS gene cluster that is required for virulence in mice; expression induced at high temperature	2.9	8.803e-07	2.522	9.796e-07	0.538	2.839e-03	1.761	2.930e-05	3.331	3.242	1.162	2.972	1	1	0	1	METABOLISM	MEMBRANE AND CELL WALL BIOGENESIS	F1	CAGL0E01793g	Type II	UP	UP	0	UP	CAGL0E01793g	YLR120C	S000004110	YLR120C	YPS1	Aspartic protease; hyperglycosylated member of the yapsin family of proteases, attached to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor; involved in nutrient limitation-induced cleavage of the extracellular inhibitory domain of signaling mucin Msb2p, resulting in activation of the filamentous growth MAPK pathway; involved with other yapsins in the cell wall integrity response; role in KEX2-independent processing of the alpha factor precursor	1.606	6.870e-05	-0.445	1.823e-02	0.157	9.999e-01	0.761	4.890e-02
CAGL0E01815g	YPS8	Putative aspartic protease; predicted GPI-anchor; member of a YPS gene cluster that is required for virulence in mice; induced in response to low pH and high temperature	1.662	3.976e-05	1.128	4.056e-04	0.888	4.829e-04	0.641	1.025e-02	1.885	1.41	2.026	1.012	0	0	1	0	METABOLISM	MEMBRANE AND CELL WALL BIOGENESIS	F1	CAGL0E01815g	Type II	UP	0	UP	0	CAGL0E01815g	YDR144C	S000002551	YDR144C	MKC7	GPI-anchored aspartyl protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; shares functions with Yap3p and Kex2p; MKC7 has a paralog, YPS1, that arose from the whole genome duplication	2.881	7.910e-06	0.323	1.478e-01	-0.048	9.999e-01	-0.086	8.554e-01
CAGL0E01837g	YPS9	Putative aspartic protease; predicted GPI-anchor; member of a YPS gene cluster that is required for virulence in mice; expression induced at high temperature	0.793	2.800e-02	-0.328	2.016e-01	1.578	6.275e-05	1.938	6.180e-05	0.869	-0.504	3.732	3.282	0	0	1	1	METABOLISM	MEMBRANE AND CELL WALL BIOGENESIS	F1	CAGL0E01837g	OFF	0	0	UP	UP	CAGL0E01837g	YDR144C	S000002551	YDR144C	MKC7	GPI-anchored aspartyl protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; shares functions with Yap3p and Kex2p; MKC7 has a paralog, YPS1, that arose from the whole genome duplication	0.352	8.230e-02	1.693	1.214e-04	0.06	9.999e-01	0.61	1.446e-01
CAGL0E01881g	YPS11	Putative aspartic protease; member of a YPS gene cluster that is required for virulence in mice; induced in response to low pH and high temperature	0.958	1.062e-03	0.795	1.559e-02	0.895	4.982e-04	1.023	4.110e-03	1.062	0.971	2.044	1.681	0	0	1	0	MEMBRANE / CELL WALL	_	Others	CAGL0E01881g	OFF	0	0	UP	UP	CAGL0E01881g	YLR120C	S000004110	YLR120C	YPS1	Aspartic protease; hyperglycosylated member of the yapsin family of proteases, attached to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor; involved in nutrient limitation-induced cleavage of the extracellular inhibitory domain of signaling mucin Msb2p, resulting in activation of the filamentous growth MAPK pathway; involved with other yapsins in the cell wall integrity response; role in KEX2-independent processing of the alpha factor precursor	2.526	7.390e-06	0.453	1.264e-01	-0.149	9.999e-01	-0.372	4.681e-01
CAGL0E01991g		Ortholog(s) have structural constituent of ribosome activity, role in rRNA export from nucleus, ribosomal small subunit biogenesis and cytosolic small ribosomal subunit localization	-1.594	8.769e-04	-0.5	1.387e-01	-0.792	2.746e-03	-0.612	1.282e-01	-1.919	-0.731	-2.123	-1.18	0	0	-1	0	REGULATION	TRANSLATION	F2	CAGL0E01991g	Type II	DOWN	0	DOWN	0	CAGL0E01991g	YOL121C	S000005481	YOL121C	RPS19A	Protein component of the small (40S) ribosomal subunit; required for assembly and maturation of pre-40 S particles; homologous to mammalian ribosomal protein S19, no bacterial homolog; mutations in human RPS19 are associated with Diamond Blackfan anemia; RPS19A has a paralog, RPS19B, that arose from the whole genome duplication	-0.664	3.110e-02	0.225	2.550e-01	0.149	9.999e-01	0.089	8.049e-01
CAGL0E02013g		Ortholog(s) have cytosolic large ribosomal subunit localization	-1.742	1.485e-04	-1.816	1.004e-05	0.065	6.235e-01	-1.193	2.217e-03	-2.092	-2.461	-0.007	-2.196	-1	-1	0	-1	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0E02013g	Type II	DOWN	DOWN	0	DOWN	CAGL0E02013g	YOL120C	S000005480	YOL120C	RPL18A	Ribosomal 60S subunit protein L18A; intron of RPL18A pre-mRNA forms stem-loop structures that are a target for Rnt1p cleavage leading to degradation; homologous to mammalian ribosomal protein L18, no bacterial homolog; RPL18A has a paralog, RPL18B, that arose from the whole genome duplication	-1.016	2.770e-03	-0.008	9.614e-01	-0.012	9.999e-01	-0.27	6.436e-01
CAGL0E02255g		Ortholog(s) have role in fungal-type cell wall organization and extrinsic component of plasma membrane localization	-3.509	2.107e-07	-3.5	9.725e-07	-0.886	7.987e-04	-1.668	5.796e-05	-4.156	-4.674	-2.356	-3.027	-1	-1	-1	-1	MEMBRANE / CELL WALL	_	Others	CAGL0E02255g	Type II	DOWN	DOWN	DOWN	DOWN	CAGL0E02255g	YOL109W	S000005469	YOL109W	ZEO1	Peripheral membrane protein of the plasma membrane; interacts with Mid2p; regulates the cell integrity pathway mediated by Pkc1p and Slt2p; the authentic protein is detected in a phosphorylated state in highly purified mitochondria	-1.821	2.740e-05	0.141	5.873e-01	0.545	9.999e-01	1.319	1.996e-02
CAGL0E02651g		Has domain(s) with predicted identical protein binding, serine-type endopeptidase activity and role in negative regulation of catalytic activity, proteolysis	1.836	9.898e-05	1.084	8.971e-04	0.551	3.107e-02	0.977	1.597e-03	2.088	1.352	1.194	1.6	1	0	0	0	METABOLISM	PROTEIN DEGRADATION	F1	CAGL0E02651g	Type II	UP	0	0	UP	CAGL0E02651g	YOR003W	S000005529	YOR003W	YSP3	Putative precursor of the subtilisin-like protease III; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; YSP3 has a paralog, PRB1, that arose from the whole genome duplication	2.277	3.850e-06	0.511	1.491e-02	-0.043	9.999e-01	0.021	9.668e-01
CAGL0E03025g		Ortholog of S. cerevisiae : ECL1 and Saccharomyces cerevisiae S288C : YGR146C	1.169	1.199e-04	2.081	1.430e-05	-0.186	1.084e-01	-0.361	1.578e-01	1.308	2.662	-0.627	-0.74	0	1	0	0	UNCLASSIFIED	_	Others	CAGL0E03025g	OFF	0	UP	0	0	CAGL0E03025g	YGR146C	S000003378	YGR146C	ECL1	Protein of unknown function; mitochondrial-dependent role in the extension of chronological lifespan; overexpression increases oxygen consumption and respiratory activity while deletion results in reduced oxygen consumption under conditions of caloric restriction; induced by iron homeostasis transcription factor Aft2p; multicopy suppressor of temperature sensitive hsf1 mutant; induced by treatment with 8-methoxypsoralen and UVA irradiation	1.352	2.540e-04	1.019	3.223e-03	-0.132	9.999e-01	-0.03	9.668e-01
CAGL0E03289g		Ortholog(s) have RNA binding activity and role in ribosomal large subunit biogenesis, stress granule assembly, translational initiation	-1.826	1.295e-05	-0.976	1.354e-03	-0.13	3.421e-01	-0.655	8.976e-03	-2.19	-1.356	-0.488	-1.255	-1	0	0	0	REGULATION	TRANSLATION	F2	CAGL0E03289g	OFF	DOWN	0	0	0	CAGL0E03289g	YGR162W	S000003394	YGR162W	TIF4631	Translation initiation factor eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); interacts with Pab1p and with eIF4A (Tif1p); also has a role in biogenesis of the large ribosomal subunit; TIF4631 has a paralog, TIF4632, that arose from the whole genome duplication	-1.34	3.750e-05	-0.068	7.241e-01	-0.035	9.999e-01	-0.185	6.184e-01
CAGL0E03520g		Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit localization	-0.764	3.272e-04	-0.073	7.140e-01	-0.173	1.164e-01	1.229	8.270e-03	-0.95	-0.169	-0.594	2.041	0	0	0	1	METABOLISM	MITOCHONDRIAL BIOGENESIS	F1	CAGL0E03520g	OFF	0	0	0	UP	CAGL0E03520g	YLR312W-A	S000004304	YLR312W-A	MRPL15	Mitochondrial ribosomal protein of the large subunit	-0.826	9.930e-04	0.375	1.275e-01	-0.088	9.999e-01	-0.15	8.013e-01
CAGL0E03850g		Has domain(s) with predicted electron transfer activity, iron-sulfur cluster binding, oxidoreductase activity and role in oxidation-reduction process, tricarboxylic acid cycle	-2.336	6.992e-06	-2.643	1.141e-06	0.152	3.318e-01	2.131	1.253e-04	-2.785	-3.548	0.208	3.62	-1	-1	0	1	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0E03850g	Type I	DOWN	DOWN	0	UP	CAGL0E03850g	YLL041C	S000003964	YLL041C	SDH2	Iron-sulfur protein subunit of succinate dehydrogenase; the complex couples the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; other members are Sdh1p, Sdh3p, and Sdh4p	-2.492	1.680e-05	0.908	4.461e-03	0.052	9.999e-01	-0.587	2.656e-01
CAGL0E03916g		Ortholog(s) have glycerol kinase activity, role in glycerol metabolic process and mitochondrion localization	0.133	5.149e-01	0.281	1.965e-01	1.386	9.577e-05	1.367	1.862e-04	0.098	0.296	3.257	2.282	0	0	1	1	METABOLISM	ENERGY PRODUCTION (RESPIRATORY)	F1	CAGL0E03916g	OFF	0	0	UP	UP	CAGL0E03916g	YHL032C	S000001024	YHL032C	GUT1	Glycerol kinase; converts glycerol to glycerol-3-phosphate; glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p; derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p	0.25	1.380e-01	0.677	7.193e-03	-0.001	9.999e-01	-0.128	7.481e-01
CAGL0E03938g		Ortholog(s) have role in maturation of LSU-rRNA and cytosolic large ribosomal subunit localization	-2.438	1.376e-05	-1.597	6.569e-05	-0.52	1.464e-02	-0.971	2.415e-03	-2.905	-2.173	-1.452	-1.808	-1	-1	0	0	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0E03938g	Type II	DOWN	DOWN	0	DOWN	CAGL0E03938g	YHL033C	S000001025	YHL033C	RPL8A	Ribosomal 60S subunit protein L8A; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; L8 binds to Domain I of 25S and 5.8 S rRNAs; mutation results in decreased amounts of free 60S subunits; homologous to mammalian ribosomal protein L7A, no bacterial homolog; RPL8A has a paralog, RPL8B, that arose from the whole genome duplication	-1.027	6.980e-04	0.338	1.160e-01	-0.071	9.999e-01	-0.324	4.718e-01
CAGL0E04092g	SIT1	Putative siderophore-iron transporter with 14 transmembrane domains; required for iron-dependent survival in macrophages; mRNA levels elevated under iron deficiency conditions; plasma membrane localized	2.767	3.665e-05	3.777	3.943e-06	-1.912	2.448e-04	0.213	4.925e-01	3.175	4.892	-4.892	0.263	1	1	-1	0	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0E04092g	Type I	UP	UP	DOWN	0	CAGL0E04092g	YHL040C	S000001032	YHL040C	ARN1	ARN family transporter for siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin, ferrirhodin, and related siderophores; protein increases in abundance and relocalizes to the vacuole upon DNA replication stress	1.232	1.540e-04	-4.688	2.460e-06	-0.099	9.999e-01	0.047	9.165e-01
CAGL0E04224g		Protein of unknown function	0.168	2.252e-01	0.281	1.991e-01	0.475	1.069e-02	1.452	1.034e-03	0.14	0.296	1.006	2.432	0	0	0	1	UNCLASSIFIED	_	Others	CAGL0E04224g	OFF	0	0	0	UP	CAGL0E04224g	NO_ORTHO	CAL0128938	CAGL0E04224g		Protein of unknown function	1.894	1.590e-03	-1.771	1.256e-03	0.04	9.999e-01	0.173	7.993e-01
CAGL0E04334g	ERG11	Putative cytochrome P-450 lanosterol 14-alpha-demethylase; target enzyme of azole antifungal drugs; increased protein abundance in azole resistant strain	-1.254	1.138e-02	-2.246	1.335e-05	-0.867	6.059e-04	-0.796	8.717e-03	-1.522	-3.026	-2.309	-1.502	0	-1	-1	0	REDOX SIGNALING	FLAVO HEMO PROTEIN	F3	CAGL0E04334g	Type II	0	DOWN	DOWN	DOWN	CAGL0E04334g	YHR007C	S000001049	YHR007C	ERG11	Lanosterol 14-alpha-demethylase; catalyzes C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in ergosterol biosynthesis pathway; transcriptionally down-regulated when ergosterol is in excess; member of cytochrome P450 family; associated and coordinately regulated with the P450 reductase Ncp1p; human CYP51A1 functionally complements the lethality of the erg11 null mutation	1.145	9.730e-05	0.722	1.042e-02	-0.062	9.999e-01	-0.584	1.145e-01
CAGL0E04510g		Ortholog(s) have phospholipase activity, role in cardiolipin metabolic process, phosphatidylethanolamine metabolic process, phospholipid metabolic process and mitochondrial matrix localization	1.932	3.011e-06	2.328	1.401e-06	0.317	1.454e-02	0.435	4.869e-02	2.2	2.987	0.616	0.652	1	1	0	0	METABOLISM	MITOCHONDRIAL BIOGENESIS	F1	CAGL0E04510g	OFF	UP	UP	0	0	CAGL0E04510g	YOR022C	S000005548	YOR022C	DDL1	DDHD domain-containing phospholipase A1; mitochondrial matrix enzyme with sn-1-specific activity, hydrolyzing cardiolipin, PE, PC, PG and PA; implicated in remodeling of mitochondrial phospholipids; antagonistically regulated by Aft1p and Aft2p; in humans, mutations in DDHD1 and DDHD2 genes cause specific types of hereditary spastic paraplegia, while DDL1-defective yeast share similar phenotypes such as mitochondrial dysfunction and defects in lipid metabolism	1.568	4.120e-05	-0.28	1.239e-01	0.03	9.999e-01	0.257	6.204e-01
CAGL0E04548g		Ortholog of S. cerevisiae : YOR020W-A and Saccharomyces cerevisiae S288C : YOR020W-A	2.829	2.234e-05	2.979	4.121e-06	0.665	8.964e-03	0.997	3.715e-03	3.248	3.842	1.475	1.635	1	1	0	0	UNCLASSIFIED	_	Others	CAGL0E04548g	Type II	UP	UP	0	UP	CAGL0E04548g	YOR020W-A	S000028526	YOR020W-A		Putative protein of unknown function; conserved in A. gossypii; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	2.561	3.830e-05	-1.236	2.132e-03	-0.109	9.999e-01	0.426	4.800e-01
